{'lat': Decimal('50.261902'), 'lng': Decimal('19.032299')}|BP|ChIJ0Y1EdTTOFkcRAUXWxL_SzVY|['gas_station', 'convenience_store', 'cafe', 'car_wash', 'store', 'point_of_interest', 'food', 'establishment']|aleja Roździeńskiego 14, Katowice|3.9|aleja Roździeńskiego 14, 40-201 Katowice, Poland|32 253 02 11|+48 32 253 02 11|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=6254887178570450177
{'lat': Decimal('50.2750709'), 'lng': Decimal('19.0243062')}|BP|ChIJaa5FtSbOFkcRhXGgNUY4WW0|['gas_station', 'atm', 'convenience_store', 'car_wash', 'finance', 'store', 'point_of_interest', 'food', 'establishment']|aleja Korfantego 101, Katowice|3.9|aleja Korfantego 101, 40-160 Katowice, Poland|32 203 67 01|+48 32 203 67 01|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=7879390897259966853
{'lat': Decimal('50.2673637'), 'lng': Decimal('18.9586384')}|MOYA|ChIJS3uv9sLNFkcRxlnNsz2HRfI|['gas_station', 'point_of_interest', 'establishment']|Obroki 52, Katowice|5|Obroki 52, 40-833 Katowice, Poland|785 006 919|+48 785 006 919|http://www.moyastacja.pl/|https://maps.google.com/?cid=17457508229650930118
{'lat': Decimal('50.3446314'), 'lng': Decimal('18.9128726')}|Petrol Station ORLEN|ChIJHz-cZinTFkcRD0s5HpEoGEw|['gas_station', 'point_of_interest', 'establishment']|Kolejowa 20, Bytom|4.1|Kolejowa 20, 41-936 Bytom, Poland|24 256 05 05|+48 24 256 05 05|http://dlakierowcow.orlen.pl/|https://maps.google.com/?cid=5483177150066019087
{'lat': Decimal('50.2710957'), 'lng': Decimal('18.9923301')}|Lukoil|ChIJzcHs-w7OFkcRnMkoXBlrwDY|['gas_station', 'point_of_interest', 'establishment']|Bracka 4, Katowice|4|Bracka 4, 40-858 Katowice, Poland|32 721 28 83|+48 32 721 28 83|http://www.lukoil.pl/|https://maps.google.com/?cid=3945271030241085852
{'lat': Decimal('50.3456139'), 'lng': Decimal('18.9295947')}|Shell|ChIJCUpXhiPTFkcRQe_GmxG87Jc|['gas_station', 'atm', 'convenience_store', 'cafe', 'car_wash', 'finance', 'store', 'point_of_interest', 'food', 'establishment']|Krakowska 27/31, Bytom|4.5|Krakowska 27/31, 41-902 Bytom, Poland|511 796 245|+48 511 796 245|https://find.shell.com/pl/fuel/10034810-3022-witczaka-bytom|https://maps.google.com/?cid=10947331578044804929
{'lat': Decimal('50.2266179'), 'lng': Decimal('19.0597913')}|Lukoil|ChIJp_J_HXfPFkcRQIebmJlnTqI|['gas_station', 'point_of_interest', 'establishment']|Kolista 5, Katowice|4.1|Kolista 5, 40-486 Katowice, Poland|32 721 28 81|+48 32 721 28 81|http://www.lukoil.pl/|https://maps.google.com/?cid=11695399191715743552
{'lat': Decimal('50.2465444'), 'lng': Decimal('19.1296448')}|BP|ChIJkT-rajnFFkcRaQ5qckqCXtE|['gas_station', 'convenience_store', 'cafe', 'car_wash', 'store', 'point_of_interest', 'food', 'establishment']|Katowicka, Mysłowice|3.5|Katowicka, 41-400 Mysłowice, Poland|32 316 23 76|+48 32 316 23 76|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=15086639057996484201
{'lat': Decimal('50.193686'), 'lng': Decimal('18.98331')}|Circle K|ChIJiT4qMSnJFkcRxUOPuuqWpJs|['gas_station', 'point_of_interest', 'establishment']|Szarych Szeregów 3, Katowice|4.2|Szarych Szeregów 3, 40-750 Katowice, Poland|32 205 61 70|+48 32 205 61 70|http://www.circlek.pl/|https://maps.google.com/?cid=11215254906955842501
{'lat': Decimal('50.2451762'), 'lng': Decimal('19.037643')}|BP|ChIJDRb6GU3OFkcR41WoCZ-Rjq0|['gas_station', 'atm', 'convenience_store', 'car_wash', 'finance', 'store', 'point_of_interest', 'food', 'establishment']|Górnośląska 55, Katowice|4|Górnośląska 55, 40-511 Katowice, Poland|32 256 34 21|+48 32 256 34 21|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=12506093327502300643
{'lat': Decimal('50.3326512'), 'lng': Decimal('18.939647')}|BP|ChIJQxAIHeLSFkcRVXcE45wkwIs|['gas_station', 'convenience_store', 'cafe', 'car_wash', 'store', 'point_of_interest', 'food', 'establishment']|Chorzowska 32, Bytom|4.2|Chorzowska 32, 41-900 Bytom, Poland|32 386 99 72|+48 32 386 99 72|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=10070089023042647893
{'lat': Decimal('50.2852883'), 'lng': Decimal('19.1496444')}|Petrol Station Dagas|ChIJBUDAW5PaFkcR49NmexKpJKE|['gas_station', 'point_of_interest', 'establishment']|Gabriela Narutowicza 55, Sosnowiec|4.5|Gabriela Narutowicza 55, 41-300 Sosnowiec, Poland|32 296 44 15|+48 32 296 44 15|http://facebook.com/dagassosnowiec|https://maps.google.com/?cid=11611591636112823267
{'lat': Decimal('50.33968300000001'), 'lng': Decimal('18.9060441')}|Circle K|ChIJOenytNXSFkcRNWUxHbhyyUw|['gas_station', 'car_wash', 'point_of_interest', 'establishment']|ul, Zabrzańska 17, Bytom|4.5|ul, Zabrzańska 17, 41-907 Bytom, Poland|32 280 85 23|+48 32 280 85 23|http://www.circlek.pl/|https://maps.google.com/?cid=5533079752290690357
{'lat': Decimal('50.22955959999999'), 'lng': Decimal('18.9942836')}|BP|ChIJu5SjR-7OFkcRMQlh2irfz6I|['gas_station', 'convenience_store', 'cafe', 'car_wash', 'store', 'point_of_interest', 'food', 'establishment']|Kościuszki 189, Katowice|4.1|Kościuszki 189, 40-525 Katowice, Poland|32 252 61 76|+48 32 252 61 76|https://www.bp.com/pl_pl/on-the-road/poland.html|https://maps.google.com/?cid=11731840929468844337
{'lat': Decimal('50.303069'), 'lng': Decimal('18.933')}|Circle K|ChIJkf3cZobSFkcRnDMLd6oq9vc|['gas_station', 'point_of_interest', 'establishment']|ul. Konstytucji 3-go Maja 102, Chorzów|4.2|ul. Konstytucji 3-go Maja 102, 41-500 Chorzów, Poland|22 255 22 55|+48 22 255 22 55|http://www.circlek.pl/|https://maps.google.com/?cid=17867515483269051292
{'lat': Decimal('50.276347'), 'lng': Decimal('19.0174149')}|Circle K EXPRESS|ChIJr7uCczrOFkcRYj7NC07JZyo|['gas_station', 'point_of_interest', 'establishment']|Katowice|4.7|40-136 Katowice, Poland|801 115 511|+48 801 115 511|https://www.circlek.pl/|https://maps.google.com/?cid=3055632209236803170
{'lat': Decimal('50.3016352'), 'lng': Decimal('18.9364082')}|Petrol Station ORLEN|ChIJv7BVcofSFkcR5IoODfgo42g|['gas_station', 'point_of_interest', 'establishment']|Żołnierzy Września 6, Chorzów|4.4|Żołnierzy Września 6, 41-500 Chorzów, Poland|24 256 12 70|+48 24 256 12 70|http://dlakierowcow.orlen.pl/|https://maps.google.com/?cid=7557929645493881572
{'lat': Decimal('50.2545523'), 'lng': Decimal('19.0100389')}|Shell|ChIJqY1YG0TOFkcRQlNiJHsMQdg|['gas_station', 'convenience_store', 'cafe', 'car_wash', 'store', 'point_of_interest', 'food', 'establishment']|Mikołowska 23A, Katowice|4.1|Mikołowska 23A, 40-074 Katowice, Poland|571 303 056|+48 571 303 056|https://find.shell.com/pl/fuel/10034808-3020-mikolowska-kat|https://maps.google.com/?cid=15582749908709561154
{'lat': Decimal('50.3158782'), 'lng': Decimal('19.1334012')}|DELTAOILS-PLUS|ChIJE208l5zQFkcRpxPG5_Sy0z4|['gas_station', 'point_of_interest', 'establishment']|Ignacego Krasickiego 5, Będzin|4.4|Ignacego Krasickiego 5, 41-300 Będzin, Poland|32 265 65 31|+48 32 265 65 31|http://deltaoils-plus.pl/nasze-stacje/|https://maps.google.com/?cid=4527158815367762855
{'lat': Decimal('50.271611'), 'lng': Decimal('18.9388')}|Circle K|ChIJAx-Kkb3NFkcRlD6W8jf2sA8|['gas_station', 'car_wash', 'point_of_interest', 'establishment']|Batorego 29, Chorzów|4.3|Batorego 29, 41-506 Chorzów, Poland|32 247 32 66|+48 32 247 32 66|http://www.circlek.pl/|https://maps.google.com/?cid=1130674226623561364
{'lat': Decimal('50.256569'), 'lng': Decimal('19.093884')}|Circle K|ChIJU1iReffPFkcRTWfKGJcY5Ew|['gas_station', 'point_of_interest', 'establishment']|Lwowska 19B, Katowice|4.3|Lwowska 19B, 40-389 Katowice, Poland|601 233 195|+48 601 233 195|http://www.circlek.pl/|https://maps.google.com/?cid=5540580478807598925
{'lat': Decimal('50.27638700000001'), 'lng': Decimal('19.017331')}|Circle K|ChIJKUjB5yHOFkcRNGzSzziQJsc|['gas_station', 'point_of_interest', 'establishment']|ul, Słoneczna 25, Katowice|4.3|ul, Słoneczna 25, 40-136 Katowice, Poland|728 442 913|+48 728 442 913|http://www.circlek.pl/|https://maps.google.com/?cid=14350315836341906484
{'lat': Decimal('50.2801941'), 'lng': Decimal('18.9428759')}|Wasbruk|ChIJ7fa5U5DNFkcRP-Q5tyaZ2aM|['gas_station', 'point_of_interest', 'establishment']|Armii Krajowej 51, Chorzów|3.4|Armii Krajowej 51, 41-506 Chorzów, Poland|||http://wasbruk.pl/|https://maps.google.com/?cid=11806636289690297407
{'lat': Decimal('50.2392297'), 'lng': Decimal('19.1545736')}|Petrol Station S1|ChIJ9144497EFkcRXs4goKidBic|['gas_station', 'point_of_interest', 'establishment']|Orląt Lwowskich 46, Sosnowiec|4.5|Orląt Lwowskich 46, 41-208 Sosnowiec, Poland||||https://maps.google.com/?cid=2812108364906024542
